Company,Current_Price_INR,PE_Ratio,Market_Cap_Crore,Quarterly_Profit_Growth_Percent,Quarterly_Sales_Growth_Percent,ROCE_Percent,Expected_PE_Ratio,Cap_Category,Is_profitable
Dolfin Rubbers,170.4,30.85,170.91,5.84,23.32,14.93,160.99773242630386,Micro Cap,True
Dollar Industrie,263.1,14.11,1492.2,10.13,12.28,13.61,238.89948242985565,Small Cap,True
Dollex Agrotech,30.1,14.28,120.25,2629.41,-8.49,5.52,1.1028024371567482,Micro Cap,True
Dolphin Kitchen Utensils,9.35,3.46,12.4,-98.52,-80.23,7.5,631.7567567567552,Micro Cap,True
Dolphin Medical,8.69,328.0,13.12,114.29,35.71,0.64,4.055252228288767,Micro Cap,True
Dolphin Offshore,372.25,21.73,1489.17,171.1,121.92,14.92,137.31095536702324,Small Cap,True
DOMS Industries,2252.1,59.38,13667.62,17.13,18.72,24.33,1922.735422180483,Mid Cap,True
Donear Inds.,90.58,10.84,471.02,217.9,-7.25,13.52,28.493236866939284,Micro Cap,True
Dr Agarwal's Eye,5059.5,34.88,2445.17,1.56,20.21,17.36,4981.784166994879,Small Cap,True
Dr Agarwal's Hea,484.65,115.96,15362.58,14.88,22.57,11.12,421.87499999999994,Mid Cap,True
Dr Lal Pathlabs,1689.2,53.68,28317.37,-15.18,16.61,28.29,1991.5114359820795,Large Cap,True
Dr Lalchand. Lab,7.08,102.17,6.13,-148.15,-8.58,0.79,-14.704049844236758,Micro Cap,True
Dr Reddy's Labs,1350.5,26.86,112722.97,-86.14,-11.51,13.64,9743.867243867247,Large Cap,True
DRA Consultants,18.98,7.2,20.82,13.53,30.79,11.61,16.718048093015064,Micro Cap,True
DRC Systems,14.21,10.21,204.74,17.01,60.66,25.15,12.14426117425861,Micro Cap,True
Dreamfolks Servi,67.54,31.12,359.78,-187.62,-83.24,5.71,-77.08285779502397,Micro Cap,True
Dredging Corpn.,1067.4,629.2,2988.72,261.22,3.42,4.28,295.49858811804444,Small Cap,True
Drone Destinatio,42.0,87.59,102.48,95.66,82.82,6.16,21.465808034345294,Micro Cap,True
Droneacharya Aer,41.0,258.82,98.35,89.66,-33.2,1.03,21.61763155119688,Micro Cap,True
DRS Dilip Road,110.0,27.16,165.69,-10.07,-0.68,20.51,122.3173579450684,Micro Cap,True
DSJ Keep Learn,1.96,0.0,30.52,-1800.0,-54.68,-11.05,-0.11529411764705882,Micro Cap,False
DSM Fresh,80.91,12.37,180.33,11.23,95.85,23.27,72.74116695136203,Micro Cap,True
DU Digital,38.1,47.59,274.1,60.66,6.18,8.14,23.71467695755011,Micro Cap,True
Ducol Organics,109.0,24.5,177.6,109.95,84.55,10.26,51.91712312455347,Micro Cap,True
Ducon Tech,3.32,9.83,107.88,-48.75,-15.49,9.33,6.478048780487805,Micro Cap,True
Duke Offshore,23.47,0.0,23.13,-24.07,0.0,-13.14,30.910048729092583,Micro Cap,False
Duncan Engg.,366.5,27.9,135.61,-5.6,20.84,11.0,388.24152542372883,Micro Cap,True
Durlax Top,47.0,10.76,135.98,134.15,84.07,16.96,20.072603032244288,Micro Cap,True
Duropack,56.01,15.96,29.52,188.24,16.28,12.13,19.431723563696917,Micro Cap,True
Duroply Indust.,124.2,44.03,134.74,-267.57,4.93,7.81,-74.11827892820911,Micro Cap,True
Dutron Polymers,101.7,22.6,61.02,36.11,-2.62,11.7,74.71897729777386,Micro Cap,True
Dwarikesh Sugar,42.69,25.65,791.05,23.92,-7.28,4.62,34.449644932214326,Small Cap,True
Dynacons Sys.,1378.8,20.71,1756.19,5.28,21.63,29.73,1309.6504559270518,Small Cap,True
Dynamatic Tech.,10232.0,138.92,6949.0,10.88,13.79,9.98,9227.994227994228,Mid Cap,True
Dynamic Cables,377.4,21.66,1828.83,2.59,7.33,26.69,367.8721122916463,Small Cap,True
Dynamic Industri,109.75,18.27,33.25,-7.46,-8.69,5.92,118.59736330235573,Micro Cap,True
Dynamic Portfol,16.01,37.44,18.72,3600.0,0.0,4.81,0.4327027027027027,Micro Cap,True
Dynamic Services,180.85,7.35,317.12,198.44,71.34,16.73,60.59844524862619,Micro Cap,True
Dynavision,190.0,9.02,72.96,296.19,1.46,19.8,47.95678840960145,Micro Cap,True
Dynemic Products,235.2,14.66,292.32,54.31,10.77,11.29,152.42045233620635,Micro Cap,True
E Factor Experie,181.0,12.08,237.68,-26.66,-9.5,24.71,246.79574584128713,Micro Cap,True
E to E Transportation,280.0,28.76,483.21,1.64,69.24,14.79,275.4820936639118,Micro Cap,True
E-Land Apparel,13.18,0.0,63.25,-243.94,-14.49,0.0,-9.156593024871475,Micro Cap,False
E2E Networks,412.3,0.0,8475.44,-52.68,185.66,-0.51,871.3017751479291,Mid Cap,False
Earkart,136.9,38.19,188.29,0.0,0.0,17.48,136.9,Micro Cap,True
Earthstahl &All.,16.7,0.0,20.44,-1121.43,-22.28,-9.85,-1.6349627483038482,Micro Cap,False
East Buildtech,68.19,0.0,12.8,792.86,0.0,-4.1,7.637255560782206,Micro Cap,False
East India Drums,102.75,31.56,151.81,8.25,-14.11,34.98,94.91916859122402,Micro Cap,True
East WestFreight,2.55,0.0,32.53,0.0,-32.6,1.6,2.55,Micro Cap,False
Eastcoast Steel,17.9,16.67,9.67,150.0,414.07,3.12,7.159999999999999,Micro Cap,True
Eastern Treads,28.21,0.0,14.76,-526.09,-14.49,1.9,-6.620666995235748,Micro Cap,False
Easun Capital Ma,55.0,119.83,28.76,-5.0,227.27,1.32,57.89473684210527,Micro Cap,True
Easy Trip Plann.,7.2,0.0,2868.95,-188.41,8.91,0.63,-8.14387512724805,Small Cap,False
eClerx Services,1404.5,18.7,13209.42,24.45,23.27,34.81,1128.5656890317398,Mid Cap,True
Eco Hotels,13.75,0.0,72.24,-467.01,1800.0,-18.1,-3.7464919212010575,Micro Cap,False
Eco Recyc.,415.9,34.71,802.55,267.79,90.48,29.97,113.08083417167404,Small Cap,True
Ecoboard Inds.,58.47,0.0,154.4,-48.18,335.91,-44.27,112.83288305673486,Micro Cap,False
Ecoline Exim,205.45,20.88,421.49,8.82,0.69,17.08,188.79801507075902,Micro Cap,True
Econo Trade Indi,7.44,6.37,13.89,-53.52,-30.83,7.21,16.00688468158348,Micro Cap,True
Ecoplast,465.0,18.41,221.09,13.22,5.4,14.4,410.7048224695283,Micro Cap,True
Ecos (India),133.59,13.92,801.54,-12.89,16.66,30.32,153.35782344162553,Small Cap,True
ECS Biztech,9.44,646.67,19.4,0.0,-23.26,7.05,9.44,Micro Cap,True
Edelweiss.Fin.,122.45,18.94,11590.28,-16.84,-15.88,14.1,147.24627224627224,Mid Cap,True
Educomp Sol.,0.99,0.0,12.12,-5.4,-5.71,0.0,1.0465116279069768,Micro Cap,False
Edvenswa Enter,25.15,8.83,73.48,-89.18,0.9,4.36,232.43992606284664,Micro Cap,True
EFC (I),186.08,11.89,2752.98,58.16,38.8,19.85,117.65300961052101,Small Cap,True
Effwa Infra,365.0,29.52,844.87,20.33,31.25,29.26,303.33250228538185,Small Cap,True
Eforu Entertainment,77.31,53.13,46.22,-104.55,-100.0,12.51,-1699.120879120884,Micro Cap,True
Eicher Motors,7598.0,37.52,208563.22,11.58,16.01,30.52,6809.464061659796,Large Cap,True
EID Parry,709.75,18.22,12630.41,-90.86,15.73,17.81,7765.317286652075,Mid Cap,True
Eighty Jewellers,38.0,3.98,38.76,1008.47,23.2,25.12,3.4281487094824397,Micro Cap,True
EIH,326.45,28.52,20415.01,-11.57,8.19,20.69,369.1620490783671,Large Cap,True
EIH Assoc.Hotels,322.05,21.81,1962.45,-18.69,-9.09,21.14,396.076743328004,Small Cap,True
Eiko Lifescience,49.89,15.9,71.57,56.33,62.73,11.08,31.91326041066974,Micro Cap,True
Eimco Elecon(I),1728.9,28.41,997.58,-57.23,4.03,10.29,4042.319382744914,Small Cap,True
Ekansh Concept,220.0,0.0,332.81,-201.78,-55.26,1.48,-216.1524857535862,Micro Cap,False
Ekennis Software,116.05,0.0,16.25,27.27,-36.94,-9.94,91.18409680207434,Micro Cap,False
EKI Energy,86.57,0.0,239.68,-29.33,12.34,-3.84,122.49893872930521,Micro Cap,False
EL Forge,19.63,16.69,39.9,116.36,14.85,11.08,9.07284156036236,Micro Cap,True
Elango Industrie,13.5,0.0,5.16,16.67,-100.0,-3.51,11.571097968629466,Micro Cap,False
Elantas Beck,10540.0,57.23,8355.78,-5.45,7.78,21.21,11147.540983606557,Mid Cap,True
Elcid Investment,115975.0,21.37,2319.5,-110.95,-264.53,1.43,-1059132.420091325,Small Cap,True
Eldeco Housing,813.95,32.96,800.36,49.69,63.7,7.72,543.7570980025387,Small Cap,True
Elecon Engg.Co,522.2,33.13,11718.16,-50.66,-6.51,20.86,1058.3704904742601,Mid Cap,True
Electro Force,21.85,81.16,51.13,-119.49,-73.78,1.31,-112.1087737301181,Micro Cap,True
Electronics Mart,119.14,44.68,4583.9,38.15,14.96,8.14,86.23959464350344,Small Cap,True
Electrost.Cast.,78.6,25.61,4858.93,-90.51,-12.23,5.21,828.2402528977872,Small Cap,True
Electrotherm(I),1139.55,0.0,1452.11,-88.22,-1.82,0.45,9673.599320882851,Small Cap,False
Elegant Floricul,5.14,5.5,11.77,-158.33,-100.0,10.02,-8.811932110406307,Micro Cap,True
Elegant Marbles,183.35,15.01,54.33,-60.0,33.7,3.77,458.37499999999994,Micro Cap,True
Eleganz Interior,71.5,7.17,161.59,82.63,44.17,19.29,39.150194382083995,Micro Cap,True
Elfin Agro India,75.0,25.25,145.69,0.0,0.0,24.8,75.0,Micro Cap,True
Elgi Equipments,604.05,43.39,19142.89,25.49,12.06,23.73,481.35309586421226,Mid Cap,True
Elgi Rubber Co,48.61,0.0,243.54,-179.7,-11.19,-12.92,-60.991217063989964,Micro Cap,False
Elin Electronics,99.43,21.22,494.26,-104.41,2.67,6.85,-2254.6485260770964,Micro Cap,True
Elitecon Inter.,27.46,13.7,4389.48,676.39,1750.04,0.0,3.5368822370200546,Small Cap,True
Elixir Capital,118.75,22.78,69.02,9.98,-389.47,6.61,107.97417712311328,Micro Cap,True
Ellen.Indl.Gas,269.85,36.43,3803.15,25.37,6.01,15.23,215.24288107202682,Small Cap,True
Elnet Technolog,334.75,6.67,133.9,6.13,17.78,15.41,315.4150570055592,Micro Cap,True
Elpro Internatio,172.19,33.4,2918.26,-1347.9,165.37,6.57,-13.798381280551325,Small Cap,True
EMA India,837.55,0.0,84.59,-118.18,0.0,-43.4,-4606.985698569858,Micro Cap,False
EMA Partners,85.9,16.22,199.69,-10.34,34.71,10.35,95.80637965648003,Micro Cap,True
Emami,396.95,22.09,17326.87,-11.71,-3.94,29.56,449.5979159587722,Mid Cap,True
Emami Paper,85.25,8.29,515.76,682.14,4.52,11.42,10.899583194824457,Small Cap,True
Emami Realty Ltd,83.42,0.0,434.07,17.36,435.07,-6.9,71.08043626448534,Micro Cap,False
Embassy Develop,63.71,0.0,8859.73,-310.73,-61.47,-2.38,-30.2329995729132,Mid Cap,False
Embassy Off.REIT,428.26,142.1,40594.5,-77.05,10.95,5.7,1866.056644880174,Large Cap,True
Emcure Pharma,1880.2,37.7,35659.79,21.01,16.7,23.97,1553.7558879431454,Large Cap,True
Emerald Finance,54.69,13.05,188.9,58.2,51.16,21.2,34.57016434892541,Micro Cap,True
Emerald Leisures,200.0,0.0,300.37,74.79,29.18,9.09,114.42302191200869,Micro Cap,False
Emerald Tyre,94.0,17.72,183.08,-31.6,11.9,12.26,137.42690058479533,Micro Cap,True
Emergent Indust.,434.9,156.5,198.75,223.15,284.55,11.36,134.5814637165403,Micro Cap,True
Emiac Technologies,99.05,33.5,121.27,0.0,0.0,99.84,99.05,Micro Cap,True
Emk.Global Fin.,279.27,50.03,760.46,-33.33,108.88,7.92,418.88405579721007,Small Cap,True
Emkay Taps & Cut,94.8,12.47,101.16,170.15,-98.88,3.48,35.09161576901721,Micro Cap,True
Emkay Tools,1000.0,18.17,1067.13,39.96,31.74,70.68,714.4898542440698,Small Cap,True
Emmbi Industries,96.16,20.72,185.01,41.72,7.3,8.75,67.85210273779283,Micro Cap,True
Emmessar Biotech,25.06,28.48,12.53,142.86,-10.0,7.33,10.318702132916082,Micro Cap,True
Emmforce Auto.,150.7,37.45,308.93,-10.47,12.54,11.68,168.32346699430357,Micro Cap,True
Emmvee Photovol.,337.25,21.59,23349.34,89.43,62.25,44.83,178.03410230692074,Large Cap,True
Empire Inds.,980.95,11.35,588.57,331.53,4.82,17.98,227.3190739925382,Small Cap,True
Empower India,2.27,14.67,264.18,15588.89,175.33,5.29,0.014468837502206976,Micro Cap,True
Emrock Corporation,267.4,349.61,423.03,156.25,88.0,8.48,104.35121951219512,Micro Cap,True
EMS,419.9,25.76,2331.74,-88.0,-55.34,12.51,3499.1666666666665,Small Cap,True
eMudhra,440.75,34.9,3649.93,21.22,31.67,15.69,363.59511631743936,Small Cap,True
Enbee Trade,0.24,3.4,42.53,140.85,18.21,16.04,0.09964708324683412,Micro Cap,True
Encompass Design,235.05,25.61,333.38,-16.19,1.73,25.62,280.4557928648133,Micro Cap,True
Endurance Tech.,2699.2,39.25,37967.72,17.32,37.88,18.28,2300.7159904534606,Large Cap,True
Energy Devl.Co.,16.29,59.07,77.38,63.59,47.87,14.27,9.957821382725106,Micro Cap,True
Energy InfrTrust,79.0,44.51,5245.6,52.53,3.84,5.47,51.79308988395725,Mid Cap,True
Energy-Mission,132.85,12.61,150.47,-11.27,8.56,16.32,149.72388143807055,Micro Cap,True
Enfuse Solutions,158.0,0.0,139.79,-850.0,10.55,-22.06,-21.066666666666666,Micro Cap,False
Engineers India,251.82,20.46,14153.35,-30.12,-8.31,30.63,360.3606182026331,Mid Cap,True
Enkei Wheels,398.75,52.94,716.75,89.25,31.18,7.66,210.7001321003963,Small Cap,True
Enser,15.5,15.18,135.1,44.97,59.84,24.08,10.691867282886115,Micro Cap,True
Ent.Network,108.44,265.1,516.94,-18.52,-10.16,-0.75,133.08787432498772,Small Cap,True
Entero Healthcar,1180.4,43.04,5137.29,9.03,42.63,10.55,1082.6378061084106,Mid Cap,True
Enterprise Intl.,21.0,0.0,6.27,200.0,-100.0,-0.15,7.0,Micro Cap,False
Envair Electrody,86.5,364.91,40.14,52.17,0.0,1.47,56.844318853913386,Micro Cap,True
Enviro Infra,218.55,20.27,3836.21,-28.86,8.75,20.39,307.211132977228,Small Cap,True
Envirotech Sys.,81.45,12.64,153.04,-45.37,0.73,22.66,149.09390444810543,Micro Cap,True
EP Biocomposites,99.0,11.4,16.65,65.06,25.92,16.27,59.978189749182114,Micro Cap,True
Epack Durable,233.85,690.28,2250.3,-99.95,-8.12,4.55,467700.0000000515,Small Cap,True
EPack PrefabTech,239.96,26.07,2414.69,51.3,42.41,21.71,158.5988103106411,Small Cap,True
Epic Energy,35.07,38.16,27.86,-51.52,-21.85,6.77,72.33910891089108,Micro Cap,True
Epigral,1106.2,14.63,4772.29,-5.41,17.29,15.3,1169.4682313140925,Small Cap,True
EPL Ltd,229.22,17.86,7341.45,-0.56,17.65,17.84,230.51086082059535,Mid Cap,True
Eppeltone Ene.,95.8,10.03,124.15,-11.69,19.28,18.54,108.48148567546144,Micro Cap,True
Epsom Properties,8.84,0.0,6.59,-12.5,0.0,-340.0,10.102857142857143,Micro Cap,False
Epuja Spiritech,1.18,0.0,13.34,-531.82,-77.52,-55.59,-0.2732620073178639,Micro Cap,False
EPW India,191.35,21.31,219.66,135.23,93.33,45.45,81.34591676231774,Micro Cap,True
Equilateral Ent.,19.5,100.21,24.05,-225.0,49.25,2.03,-15.6,Micro Cap,True
Equippp Social,21.65,123.31,223.2,-38.22,116.64,10.72,35.04370346390417,Micro Cap,True
Equitas Sma. Fin,75.14,83.37,8593.93,405.06,11.7,6.44,14.877440304122283,Mid Cap,True
Eraaya Lifespace,24.36,0.0,522.02,92.94,-5.08,5.95,12.625686741992329,Small Cap,False
ERIS Lifescience,1459.0,31.99,20216.97,200.1,7.27,14.14,486.17127624125294,Large Cap,True
ERP Soft Systems,59.9,131.78,23.72,-66.67,-39.32,1.21,179.71797179717976,Micro Cap,True
Esaar (India),12.33,2.26,25.21,1216.52,751.59,30.86,0.9365600218758545,Micro Cap,True
Esab India,5760.0,45.78,8866.38,-8.18,7.62,64.87,6273.143106077107,Mid Cap,True
ESAF Small Fin,32.94,0.0,1698.64,112.83,11.55,5.64,15.477141380444483,Small Cap,False
Esconet,129.55,27.75,170.96,-9.23,69.45,11.95,142.72336675112925,Micro Cap,True
Escorp Asset Mgt,104.0,38.8,115.61,-93.3,-77.56,5.36,1552.238805970148,Micro Cap,True
Escorts Kubota,2949.7,15.5,33000.58,17.12,21.4,13.93,2518.528005464481,Large Cap,True
Esha Media,25.16,0.0,19.64,-438.1,38.1,0.0,-7.441585329784087,Micro Cap,False
ESI,48.88,0.0,24.44,-480.79,15.79,-5.83,-12.836471545996481,Micro Cap,False
Espire Hospi,170.55,31.34,254.51,-6.01,5.02,12.25,181.45547398659434,Micro Cap,True
Esprit Stones,63.75,0.0,139.9,-113.47,-54.33,-0.25,-473.27394209354105,Micro Cap,False
Essar Shipping,23.23,0.0,480.81,-95.73,100.03,0.0,544.028103044497,Micro Cap,False
Essen Speciality,116.1,0.0,288.38,-107.93,-28.16,-1.25,-1464.0605296342974,Micro Cap,False
Essex Marine,42.73,10.24,65.21,0.0,13.87,20.19,42.73,Micro Cap,True
Ester Industries,89.84,0.0,936.99,301.53,7.69,2.76,22.374417851717183,Small Cap,False
Eternal,255.15,672.76,246228.7,346.15,196.45,2.97,57.189286114535484,Large Cap,True
Ethos,2436.9,67.91,6520.58,-3.3,32.99,9.82,2520.062047569804,Mid Cap,True
Euphoria Infotec,31.0,5.81,9.0,7.32,42.33,12.86,28.88557584793142,Micro Cap,True
Eureka Forbes,458.3,46.65,8864.38,3.84,11.64,5.86,441.3520801232666,Mid Cap,True
Eureka Industrie,13.16,57.6,11.52,-202.08,-37.92,361.9,-12.891849529780565,Micro Cap,True
Euro India Fresh,331.04,167.89,820.98,77.52,71.58,9.84,186.48039657503384,Small Cap,True
Euro Leder Fash,16.47,368.0,7.36,-170.59,49.25,7.12,-23.33191670208245,Micro Cap,True
Euro Panel,171.16,15.42,419.34,41.19,19.92,16.95,121.22671577307175,Micro Cap,True
Euro Pratik Sale,275.3,33.92,2813.57,45.91,28.14,38.38,188.67795216229186,Small Cap,True
Eurotex Industri,17.97,0.0,15.72,-155.69,-98.0,0.44,-32.26791165379781,Micro Cap,False
Evans Electric,67.1,0.0,36.82,-111.38,-76.77,1.69,-589.6309314586999,Micro Cap,False
Eveready Inds.,364.5,18.1,2649.45,790.21,9.43,17.18,40.945394906819736,Small Cap,True
Everest Inds.,461.55,0.0,731.82,-31346.67,-27.72,-8.54,-1.4771174016303177,Small Cap,False
Everest Kanto,120.14,9.17,1348.06,149.61,-15.14,11.56,48.131084491807215,Small Cap,True
Everest Organics,266.1,46.56,258.4,-9.62,19.11,11.99,294.42354503208674,Micro Cap,True
Everlon Fin.,112.85,0.0,69.97,47.36,-83.29,-25.65,76.58116178067317,Micro Cap,False
Evexia Lifecare,1.65,191.21,309.76,151.61,55.82,0.0,0.6557767974245856,Micro Cap,True
Evoq Remedies,2.44,0.0,6.08,-116.96,-100.0,-0.56,-14.386792452830191,Micro Cap,False
Exato Technologies,366.5,22.93,368.9,-10.68,5.01,26.66,410.32243618450514,Micro Cap,True
Excel Industries,906.5,15.06,1139.53,-1.05,13.48,6.06,916.1192521475492,Small Cap,True
Excellent Wires,194.8,57.67,87.08,37.66,8.72,9.68,141.50806334447188,Micro Cap,True
Excelsoft Tech.,74.87,18.47,861.64,-16.55,16.08,13.64,89.71839424805273,Small Cap,True
Exhicon Events,434.9,15.78,642.2,22.08,23.75,29.49,356.2418086500655,Small Cap,True
Exicom Tele-Sys.,158.07,0.0,2198.43,13.57,46.1,-14.66,139.18288280355728,Small Cap,False
Exide Inds.,389.8,39.89,33133.0,15.19,9.22,8.54,338.3974303324942,Large Cap,True
Exim Routes,105.6,19.45,198.02,40.31,55.02,24.96,75.26192003420996,Micro Cap,True
Expleo Solutions,826.4,9.49,1282.55,66.03,11.92,24.77,497.7413720411974,Small Cap,True
Explicit Finance,9.6,0.0,8.9,-400.0,-71.61,-0.13,-3.1999999999999997,Micro Cap,False
Expo Engineering,60.36,79.08,137.6,-142.04,-56.62,9.08,-143.57754519505238,Micro Cap,True
Exxaro Tiles,6.85,108.3,306.48,-94.3,5.18,4.31,120.17543859649112,Micro Cap,True
Eyantra Ventures,654.35,0.0,131.32,398.08,224.23,-8.42,131.37447799550273,Micro Cap,False
F A C T,890.0,0.0,57589.41,-94.51,40.88,4.93,16211.293260473603,Large Cap,False
F Mec Intl. Fin.,12.69,28.08,62.06,171.43,136.21,16.75,4.675238551376045,Micro Cap,True
Faalcon Concepts,34.58,10.66,33.7,0.0,0.0,0.0,34.58,Micro Cap,True
Fabtech Tech.,156.92,18.84,697.52,46.19,17.54,13.58,107.33976332170462,Small Cap,True
Fabtech Techn.,400.5,31.19,493.39,57.11,62.47,19.7,254.91693717777355,Micro Cap,True
Facor Alloys,3.55,0.0,69.42,25.53,-23.53,-17.56,2.8280092408189272,Micro Cap,False
Fairchem Organic,634.4,133.67,826.05,525.42,-3.19,3.33,101.43583511880016,Small Cap,True
Falcon,11.3,9.99,30.27,654.29,213.22,9.55,1.4980975486881705,Micro Cap,True
Family Care,2.93,0.0,15.83,87.88,200.0,-25.62,1.559506067702789,Micro Cap,False
Faze Three,621.85,53.91,1512.28,-15.48,19.86,8.25,735.7430194036915,Small Cap,True
FCS Software,1.52,74.24,259.85,55400.0,203.86,2.4,0.0027387387387387387,Micro Cap,True
FDC,408.3,22.38,6647.54,167.39,18.89,16.67,152.6983058453944,Mid Cap,True
Fedbank Financi.,148.37,16.17,5556.63,40.31,14.96,9.06,105.74442306321717,Mid Cap,True
Fedders Holding,41.74,10.7,840.71,387.73,22.69,11.19,8.558013655096058,Small Cap,True
Federal Bank,324.05,18.4,79969.0,22.92,11.8,6.39,263.626749105109,Large Cap,True
Federal-Mogul Go,452.55,13.8,2517.54,-14.39,6.5,18.52,528.6181520850369,Small Cap,True
Felix Industries,186.75,17.71,321.33,25.85,188.14,19.28,148.39094159713946,Micro Cap,True
Fermenta Biotec.,366.35,16.16,1078.2,-62.93,-13.06,20.36,988.265443755058,Small Cap,True
Fervent Synerg.,14.35,18.78,71.75,74.0,-3.7,7.21,8.24712643678161,Micro Cap,True
FGP,11.93,202.71,14.19,-93.33,2783.33,2.07,178.86056971514247,Micro Cap,True
Fiberweb (India),30.11,8.66,86.69,-130.34,-63.68,7.57,-99.2419248516809,Micro Cap,True
Fidel Softech,149.8,14.36,205.98,42.16,155.1,26.75,105.374226223973,Micro Cap,True
Fiem Industries,2229.1,22.96,5866.92,26.86,17.49,29.41,1757.1338483367492,Mid Cap,True
Filatex Fash.,0.19,56.55,158.35,-81.77,-66.46,0.17,1.0422380691168402,Micro Cap,True
Filatex India,52.72,12.73,2341.08,-2.73,-8.75,16.97,54.19965045748946,Small Cap,True
Filmcity Media,2.35,0.0,7.18,-25.0,0.0,-9.49,3.1333333333333333,Micro Cap,False
Filtra Consult.,58.01,17.05,63.6,143.28,15.46,19.2,23.844952318316338,Micro Cap,True
Filtron Engineer,88.16,134.93,559.96,28800.0,0.0,11.31,0.30505190311418684,Small Cap,True
Finbud Financial,126.95,20.76,241.83,0.0,0.0,17.82,126.95,Micro Cap,True
Fine Line Cir.,54.81,67.59,26.36,800.0,27.42,5.06,6.09,Micro Cap,True
Fine Organic,5236.1,38.98,16053.87,20.97,3.05,21.47,4328.428536000662,Mid Cap,True
Finelistings Tec,20.37,0.0,7.41,42.29,-79.97,-23.15,14.31583386042589,Micro Cap,False
Fineotex Chem,40.9,43.8,4762.81,58.29,161.9,18.3,25.838650578052942,Small Cap,True
Finkurve Fin.,66.08,35.58,926.07,105.63,67.15,10.19,32.135388805135435,Small Cap,True
Fino Payments,146.6,21.83,1219.98,-65.04,21.45,4.53,419.33638443935934,Small Cap,True
Finolex Cables,1116.5,23.92,17075.68,17.07,22.36,16.01,953.7029127872213,Mid Cap,True
Finolex Inds.,176.25,18.26,10935.91,58.74,12.12,12.71,111.03061610180168,Mid Cap,True
First Custodian,69.09,0.0,10.36,-600.0,-70.0,-1.63,-13.818000000000001,Micro Cap,False
First Fintec,8.3,0.0,8.63,-13.79,0.0,0.09,9.62765340447744,Micro Cap,False
Firstsour.Solu.,243.45,22.92,17212.6,27.72,19.52,16.17,190.61227685562164,Mid Cap,True
Fischer Medical,36.96,77.98,2419.09,-641.98,98.76,11.43,-6.819439831728108,Small Cap,True
Five-Star Bus.Fi,497.0,13.35,14670.21,-3.53,8.6,14.76,515.186068207733,Mid Cap,True
Flair Writing,265.2,19.99,2795.09,16.15,8.35,16.8,228.32544123977615,Small Cap,True
Flex Foods,49.39,0.0,61.49,52.48,23.67,-5.2,32.391133263378805,Micro Cap,False
Flexituff Vent.,6.06,0.0,19.89,-151.89,-99.55,-26.79,-11.678550780497206,Micro Cap,False
Flomic Global,52.89,309.97,96.09,82.9,-8.64,7.72,28.917441224712956,Micro Cap,True
Flora Corporatio,7.49,21.1,6.54,-61.75,-47.3,6.22,19.58169934640523,Micro Cap,True
Fluidomat,834.6,20.51,411.46,60.72,39.57,30.39,519.2882030861125,Micro Cap,True
FlySBS Aviation,488.8,13.92,845.81,59.18,64.21,32.47,307.0737529840432,Small Cap,True
Flywings Simula.,182.95,16.7,186.19,-17.97,7.83,20.1,223.02816042911127,Micro Cap,True
Foce India,605.0,47.46,710.45,21.49,23.63,16.06,497.98337311712896,Small Cap,True
Focus Business,170.0,142.39,123.88,-53.45,-12.99,15.01,365.1987110633727,Micro Cap,True
Focus Lighting,88.7,115.05,598.24,71.52,43.6,6.56,51.71408582089553,Small Cap,True
Fone4 Communica.,5.26,0.0,13.12,-11.86,49.83,-28.82,5.967778534150216,Micro Cap,False
Fonebox Retail,76.1,11.48,78.08,60.07,74.84,25.33,47.54170050602861,Micro Cap,True
Foods & Inns,55.96,14.86,411.48,-16.42,-27.29,8.85,66.95381670256042,Micro Cap,True
Forbes & Co,310.45,29.86,400.48,-125.79,-80.62,8.76,-1203.7611477316789,Micro Cap,True
Forbes Precision,148.75,26.68,767.47,21.27,7.61,22.01,122.66017976416262,Small Cap,True
Forcas Studio,93.0,11.99,163.49,38.46,31.51,20.22,67.16741297125523,Micro Cap,True
Force Motors,18391.0,22.94,24232.46,56.59,8.23,36.08,11744.683568554825,Large Cap,True
Forge Auto,92.4,8.18,100.9,0.0,0.0,0.0,92.4,Micro Cap,True
